return_type,msme_id,tax_period,filing_date,due_date,delay_days,total_sales_declared,tax_paid_cash,tax_paid_itc
GSTR-3B,MSME_15577,042026,2026-05-15,2026-05-20,0,912866.75,44137.45,57246.29
GSTR-3B,MSME_15578,012026,2026-02-19,2026-02-20,0,819491.77,32490.47,97292.68
GSTR-3B,MSME_15578,022026,2026-02-28,2026-03-20,0,573557.06,19228.97,54654.99
GSTR-3B,MSME_15578,032026,2026-03-27,2026-04-20,0,149235.97,4124.1,16105.68
GSTR-3B,MSME_15578,042026,2026-04-23,2026-05-20,0,323729.26,10517.95,20745.48
GSTR-3B,MSME_15579,012026,2026-02-16,2026-02-20,0,1211047.79,58654.02,139568.26
GSTR-3B,MSME_15579,022026,2026-02-18,2026-03-20,0,721497.02,29302.31,81564.81
GSTR-3B,MSME_15579,032026,2026-03-18,2026-04-20,0,1996916.74,38599.99,252219.69
GSTR-3B,MSME_15579,042026,2026-04-15,2026-05-20,0,1834520.6,52858.57,141655.63
GSTR-3B,MSME_15580,122025,2026-01-15,2026-01-20,0,403137.85,7151.75,49803.41
GSTR-3B,MSME_15580,012026,2026-01-20,2026-02-20,0,843421.78,17719.3,61935.52
GSTR-3B,MSME_15580,022026,2026-02-17,2026-03-20,0,1648244.96,39038.5,164479.35
GSTR-3B,MSME_15580,032026,2026-03-20,2026-04-20,0,291481.2,5215.53,28953.6
GSTR-3B,MSME_15580,042026,2026-04-18,2026-05-20,0,914000.39,30682.22,100491.82
GSTR-3B,MSME_15581,042026,2026-05-16,2026-05-20,0,1760254.1,67030.56,231002.63
GSTR-3B,MSME_15582,012026,2026-02-20,2026-02-20,0,346210.11,10253.75,32765.94
GSTR-3B,MSME_15582,022026,2026-02-16,2026-03-20,0,1146134.12,27996.33,110748.33
GSTR-3B,MSME_15582,032026,2026-03-15,2026-04-20,0,1240153.4,58811.13,130454.05
GSTR-3B,MSME_15582,042026,2026-04-15,2026-05-20,0,1737181.53,34584.31,167866.21
GSTR-3B,MSME_15583,032026,2026-04-18,2026-04-20,0,1546266.58,60825.01,182893.9
GSTR-3B,MSME_15583,042026,2026-04-15,2026-05-20,0,1745290.92,51734.28,218855.33
GSTR-3B,MSME_15584,012026,2026-02-18,2026-02-20,0,1879286.77,43957.01,184721.63
GSTR-3B,MSME_15584,022026,2026-02-15,2026-03-20,0,1722181.55,37052.27,252858.03
GSTR-3B,MSME_15584,032026,2026-03-19,2026-04-20,0,1470822.13,63396.25,193616.89
GSTR-3B,MSME_15584,042026,2026-04-15,2026-05-20,0,1106752.64,43729.25,62346.71
GSTR-3B,MSME_15585,122025,2026-01-20,2026-01-20,0,509234.51,16035.71,74484.79
GSTR-3B,MSME_15585,012026,2026-01-15,2026-02-20,0,1953513.21,42597.78,172414.47
GSTR-3B,MSME_15585,022026,2026-02-20,2026-03-20,0,1606205.4,64435.02,181936.15
GSTR-3B,MSME_15585,032026,2026-03-16,2026-04-20,0,533983.72,9939.35,69152.61
GSTR-3B,MSME_15585,042026,2026-04-18,2026-05-20,0,1511423.58,65457.58,133450.67
GSTR-3B,MSME_15586,122025,2026-01-15,2026-01-20,0,1822247.31,76091.03,241276.3
GSTR-3B,MSME_15586,012026,2026-01-17,2026-02-20,0,1720754.24,82915.13,186580.13
GSTR-3B,MSME_15586,022026,2026-02-18,2026-03-20,0,1482530.25,57503.4,113403.94
GSTR-3B,MSME_15586,032026,2026-03-15,2026-04-20,0,1281683.9,18620.42,109964.21
GSTR-3B,MSME_15586,042026,2026-04-20,2026-05-20,0,1426632.38,62582.96,178438.65
GSTR-3B,MSME_15587,012026,2026-02-20,2026-02-20,0,1499800.28,16167.83,176168.48
GSTR-3B,MSME_15587,022026,2026-02-17,2026-03-20,0,1737050.68,44879.1,194322.61
GSTR-3B,MSME_15587,032026,2026-03-16,2026-04-20,0,1527374.23,37473.81,176894.13
GSTR-3B,MSME_15587,042026,2026-04-16,2026-05-20,0,847084.29,13676.72,125851.15
GSTR-3B,MSME_15588,012026,2026-02-16,2026-02-20,0,836360.63,39646.6,99524.29
GSTR-3B,MSME_15588,022026,2026-02-19,2026-03-20,0,1065090.43,25106.26,155548.07
GSTR-3B,MSME_15588,032026,2026-03-16,2026-04-20,0,722086.34,30717.13,80900.01
GSTR-3B,MSME_15588,042026,2026-04-17,2026-05-20,0,1615681.78,57610.04,231974.37
GSTR-3B,MSME_15589,032026,2026-04-16,2026-04-20,0,1614575.65,59482.95,196820.04
GSTR-3B,MSME_15589,042026,2026-04-17,2026-05-20,0,1210780.14,23219.34,97094.57
GSTR-3B,MSME_15590,032026,2026-04-16,2026-04-20,0,1261810.68,37526.05,181831.11
GSTR-3B,MSME_15590,042026,2026-04-18,2026-05-20,0,1817896.04,66316.63,152965.42
GSTR-3B,MSME_15591,012026,2026-02-15,2026-02-20,0,497787.25,10650.84,62192.68
GSTR-3B,MSME_15591,022026,2026-02-27,2026-03-20,0,241048.08,3071.29,19005.96
GSTR-3B,MSME_15591,032026,2026-03-24,2026-04-20,0,107519.62,2398.09,9543.06
GSTR-3B,MSME_15591,042026,2026-04-29,2026-05-20,0,355079.42,14289.62,21827.9
GSTR-3B,MSME_15592,122025,2026-01-16,2026-01-20,0,1137778.63,36636.37,82628.89
GSTR-3B,MSME_15592,012026,2026-01-18,2026-02-20,0,441573.01,20959.5,42312.66
GSTR-3B,MSME_15592,022026,2026-02-15,2026-03-20,0,1782158.47,41757.65,147811.36
GSTR-3B,MSME_15592,032026,2026-03-17,2026-04-20,0,1235893.98,24929.71,95716.96
GSTR-3B,MSME_15592,042026,2026-04-15,2026-05-20,0,1663246.47,53386.08,182500.91
GSTR-3B,MSME_15593,032026,2026-04-17,2026-04-20,0,417732.23,18398.71,24742.6
GSTR-3B,MSME_15593,042026,2026-04-20,2026-05-20,0,1751385.82,47293.65,172835.88
GSTR-3B,MSME_15594,032026,2026-04-17,2026-04-20,0,1482896.81,23300.21,88812.5
GSTR-3B,MSME_15594,042026,2026-04-20,2026-05-20,0,1707908.8,76145.41,247836.47
GSTR-3B,MSME_15595,012026,2026-02-19,2026-02-20,0,715989.11,29297.51,83330.15
GSTR-3B,MSME_15595,022026,2026-02-18,2026-03-20,0,937136.09,30819.8,107545.96
GSTR-3B,MSME_15595,032026,2026-03-18,2026-04-20,0,876009.32,37439.13,81503.43
GSTR-3B,MSME_15595,042026,2026-04-19,2026-05-20,0,1958627.36,76156.37,253582.93
GSTR-3B,MSME_15596,042026,2026-05-19,2026-05-20,0,1364640.94,46122.5,135763.93
GSTR-3B,MSME_15597,022026,2026-03-20,2026-03-20,0,835546.83,16779.26,105770.93
GSTR-3B,MSME_15597,032026,2026-03-17,2026-04-20,0,1704386.51,33009.21,93625.37
GSTR-3B,MSME_15597,042026,2026-04-18,2026-05-20,0,734767.79,35150.96,43681.87
GSTR-3B,MSME_15598,042026,2026-05-20,2026-05-20,0,171542.74,4162.25,11959.82
GSTR-3B,MSME_15599,012026,2026-02-20,2026-02-20,0,331567.65,11355.29,36800.61
GSTR-3B,MSME_15599,022026,2026-02-17,2026-03-20,0,1638622.13,69724.23,228212.58
GSTR-3B,MSME_15599,032026,2026-03-18,2026-04-20,0,1302347.02,14824.81,72566.78
GSTR-3B,MSME_15599,042026,2026-04-17,2026-05-20,0,1770278.3,36646.9,188179.47
GSTR-3B,MSME_15600,032026,2026-04-16,2026-04-20,0,1695930.19,55434.64,246736.71
GSTR-3B,MSME_15600,042026,2026-04-22,2026-05-20,0,1463678.93,32765.21,150108.16
GSTR-3B,MSME_15601,022026,2026-03-19,2026-03-20,0,1904477.67,92401.9,273302.72
GSTR-3B,MSME_15601,032026,2026-03-15,2026-04-20,0,398492.23,13954.61,32026.17
GSTR-3B,MSME_15601,042026,2026-04-17,2026-05-20,0,314053.28,15445.52,38717.53
GSTR-3B,MSME_15602,122025,2026-01-19,2026-01-20,0,1666689.91,38135.84,174061.54
GSTR-3B,MSME_15602,012026,2026-01-19,2026-02-20,0,1992193.41,25681.73,111476.76
GSTR-3B,MSME_15602,022026,2026-02-19,2026-03-20,0,203904.81,9371.92,17494.3
GSTR-3B,MSME_15602,032026,2026-03-18,2026-04-20,0,547555.81,23925.43,57645.37
GSTR-3B,MSME_15602,042026,2026-04-20,2026-05-20,0,1862122.92,36471.11,140185.57
GSTR-3B,MSME_15603,122025,2026-01-16,2026-01-20,0,1124219.26,32566.04,135900.39
GSTR-3B,MSME_15603,012026,2026-01-15,2026-02-20,0,1963619.16,65044.41,294132.37
GSTR-3B,MSME_15603,022026,2026-02-16,2026-03-20,0,1395370.33,38229.28,186882.37
GSTR-3B,MSME_15603,032026,2026-03-18,2026-04-20,0,533715.04,19687.96,31441.65
GSTR-3B,MSME_15603,042026,2026-04-15,2026-05-20,0,1874859.58,58518.83,247146.25
GSTR-3B,MSME_15604,022026,2026-03-17,2026-03-20,0,1241845.05,58509.34,126857.7
GSTR-3B,MSME_15604,032026,2026-03-20,2026-04-20,0,433727.82,5847.7,29079.3
GSTR-3B,MSME_15604,042026,2026-04-18,2026-05-20,0,1639363.79,71921.99,99278.48
GSTR-3B,MSME_15605,122025,2026-01-17,2026-01-20,0,463166.45,19134.69,47207.36
GSTR-3B,MSME_15605,012026,2026-01-16,2026-02-20,0,910249.73,17484.6,109674.05
GSTR-3B,MSME_15605,022026,2026-02-18,2026-03-20,0,528943.78,5785.13,72334.72
GSTR-3B,MSME_15605,032026,2026-03-19,2026-04-20,0,153910.39,3866.79,8466.01
GSTR-3B,MSME_15605,042026,2026-04-19,2026-05-20,0,1333246.49,48850.53,153229.88
GSTR-3B,MSME_15606,012026,2026-02-20,2026-02-20,0,1141622.67,37751.49,102515.03
GSTR-3B,MSME_15606,022026,2026-02-21,2026-03-20,0,1561897.08,36823.13,151733.76
GSTR-3B,MSME_15606,032026,2026-03-28,2026-04-20,0,803844.82,18813.27,116352.16
GSTR-3B,MSME_15606,042026,2026-04-24,2026-05-20,0,270200.42,9607.91,27153.63
GSTR-3B,MSME_15607,122025,2026-01-16,2026-01-20,0,1211872.97,55086.16,66114.81
GSTR-3B,MSME_15607,012026,2026-01-15,2026-02-20,0,1834363.12,35970.45,97835.69
GSTR-3B,MSME_15607,022026,2026-02-20,2026-03-20,0,1013324.66,25740.18,140667.58
GSTR-3B,MSME_15607,032026,2026-03-18,2026-04-20,0,1939107.03,45876.05,239021.44
GSTR-3B,MSME_15607,042026,2026-04-19,2026-05-20,0,1995482.34,27041.22,136341.08
GSTR-3B,MSME_15608,022026,2026-03-19,2026-03-20,0,198318.38,9210.35,18631.97
GSTR-3B,MSME_15608,032026,2026-03-16,2026-04-20,0,761414.99,32862.08,39813.56
GSTR-3B,MSME_15608,042026,2026-04-16,2026-05-20,0,512942.22,12930.5,30404.26
GSTR-3B,MSME_15609,122025,2026-01-19,2026-01-20,0,539372.56,15036.27,60301.32
GSTR-3B,MSME_15609,012026,2026-01-15,2026-02-20,0,1158298.81,23754.56,74820.82
GSTR-3B,MSME_15609,022026,2026-02-19,2026-03-20,0,1042150.17,33320.84,124936.09
GSTR-3B,MSME_15609,032026,2026-03-17,2026-04-20,0,208074.1,3021.09,21859.26
GSTR-3B,MSME_15609,042026,2026-04-15,2026-05-20,0,1233000.78,34455.26,155368.57
GSTR-3B,MSME_15610,042026,2026-05-18,2026-05-20,0,523203.01,19271.4,71262.73
GSTR-3B,MSME_15611,032026,2026-04-19,2026-04-20,0,1501824.79,20861.3,159130.43
GSTR-3B,MSME_15611,042026,2026-04-19,2026-05-20,0,1583598.22,28384.55,108700.17
GSTR-3B,MSME_15612,042026,2026-05-18,2026-05-20,0,729717.07,17071.14,77957.3
GSTR-3B,MSME_15613,042026,2026-05-15,2026-05-20,0,974357.81,11626.86,93190.82
GSTR-3B,MSME_15614,032026,2026-04-20,2026-04-20,0,356863.79,15998.88,37866.45
GSTR-3B,MSME_15614,042026,2026-04-15,2026-05-20,0,1051718.07,14910.39,151184.49
GSTR-3B,MSME_15615,022026,2026-03-18,2026-03-20,0,1016337.71,45568.96,114016.46
GSTR-3B,MSME_15615,032026,2026-03-17,2026-04-20,0,1408455.62,68590.4,136993.21
GSTR-3B,MSME_15615,042026,2026-04-17,2026-05-20,0,1921625.42,29755.16,107853.08
GSTR-3B,MSME_15616,022026,2026-03-18,2026-03-20,0,1580805.02,27044.44,109948.64
GSTR-3B,MSME_15616,032026,2026-03-19,2026-04-20,0,256146.28,2914.0,35230.16
GSTR-3B,MSME_15616,042026,2026-04-17,2026-05-20,0,1943279.63,53050.63,148614.18
GSTR-3B,MSME_15617,042026,2026-05-18,2026-05-20,0,1808570.97,36180.48,157658.34
GSTR-3B,MSME_15618,032026,2026-04-16,2026-04-20,0,1036031.61,45971.23,96126.08
GSTR-3B,MSME_15618,042026,2026-04-17,2026-05-20,0,1444519.43,46030.65,127299.25
GSTR-3B,MSME_15619,042026,2026-05-15,2026-05-20,0,735486.34,21912.68,108004.9
GSTR-3B,MSME_15620,022026,2026-03-20,2026-03-20,0,924918.46,25015.19,80186.12
GSTR-3B,MSME_15620,032026,2026-03-16,2026-04-20,0,1471618.04,21780.79,143172.65
GSTR-3B,MSME_15620,042026,2026-04-17,2026-05-20,0,1354927.8,19746.42,132385.04
GSTR-3B,MSME_15621,012026,2026-02-17,2026-02-20,0,1489775.34,54730.92,206687.96
GSTR-3B,MSME_15621,022026,2026-02-20,2026-03-20,0,1864291.28,89426.66,217451.88
GSTR-3B,MSME_15621,032026,2026-03-19,2026-04-20,0,1357211.33,62416.56,135071.63
GSTR-3B,MSME_15621,042026,2026-04-16,2026-05-20,0,789952.18,13788.05,62233.06
GSTR-3B,MSME_15622,012026,2026-02-17,2026-02-20,0,309643.76,8381.7,15867.56
GSTR-3B,MSME_15622,022026,2026-03-02,2026-03-20,0,1903802.01,25743.82,259162.0
GSTR-3B,MSME_15622,032026,2026-03-23,2026-04-20,0,1069349.58,37596.85,74032.31
GSTR-3B,MSME_15622,042026,2026-04-21,2026-05-20,0,1458440.76,67821.69,121094.69
GSTR-3B,MSME_15623,122025,2026-01-19,2026-01-20,0,1778888.22,41192.17,179349.47
GSTR-3B,MSME_15623,012026,2026-01-15,2026-02-20,0,139333.53,2601.98,17538.53
GSTR-3B,MSME_15623,022026,2026-02-18,2026-03-20,0,909603.58,19130.93,89077.7
GSTR-3B,MSME_15623,032026,2026-03-16,2026-04-20,0,526401.85,24463.7,61600.23
GSTR-3B,MSME_15623,042026,2026-04-19,2026-05-20,0,1217478.42,13806.35,139024.09
GSTR-3B,MSME_15624,032026,2026-04-16,2026-04-20,0,1380452.67,43693.16,125350.03
GSTR-3B,MSME_15624,042026,2026-04-16,2026-05-20,0,233362.46,7534.13,33105.28
GSTR-3B,MSME_15625,032026,2026-04-16,2026-04-20,0,378081.62,15114.89,50730.72
GSTR-3B,MSME_15625,042026,2026-04-18,2026-05-20,0,309403.57,10758.0,16130.74
GSTR-3B,MSME_15626,122025,2026-01-16,2026-01-20,0,1827719.15,41005.5,111326.66
GSTR-3B,MSME_15626,012026,2026-01-29,2026-02-20,0,909584.75,18822.06,128200.82
GSTR-3B,MSME_15626,022026,2026-02-22,2026-03-20,0,1021529.38,19539.54,119899.15
GSTR-3B,MSME_15626,032026,2026-03-28,2026-04-20,0,1947550.06,89103.11,171922.05
GSTR-3B,MSME_15626,042026,2026-04-29,2026-05-20,0,434878.41,15719.11,31103.13
GSTR-3B,MSME_15627,122025,2026-01-20,2026-01-20,0,1612159.12,19998.41,226818.89
GSTR-3B,MSME_15627,012026,2026-01-19,2026-02-20,0,786691.36,32165.11,42926.9
GSTR-3B,MSME_15627,022026,2026-02-19,2026-03-20,0,106005.17,2352.75,6878.03
GSTR-3B,MSME_15627,032026,2026-03-19,2026-04-20,0,1332550.11,16862.76,165228.0
GSTR-3B,MSME_15627,042026,2026-04-16,2026-05-20,0,1135160.3,45688.05,129175.28
GSTR-3B,MSME_15628,022026,2026-03-20,2026-03-20,0,1053040.82,52111.12,140759.88
GSTR-3B,MSME_15628,032026,2026-03-29,2026-04-20,0,864965.24,40985.42,61771.83
GSTR-3B,MSME_15628,042026,2026-04-22,2026-05-20,0,1106418.53,38167.16,123143.51
GSTR-3B,MSME_15629,042026,2026-05-17,2026-05-20,0,1316232.78,45586.66,78867.23
GSTR-3B,MSME_15630,122025,2026-01-15,2026-01-20,0,1660668.94,76468.52,143935.39
GSTR-3B,MSME_15630,012026,2026-01-20,2026-02-20,0,1819858.12,41933.39,272295.6
GSTR-3B,MSME_15630,022026,2026-02-19,2026-03-20,0,223074.91,4022.87,15575.14
GSTR-3B,MSME_15630,032026,2026-03-20,2026-04-20,0,426700.0,11894.06,62108.31
GSTR-3B,MSME_15630,042026,2026-04-18,2026-05-20,0,1747332.28,61464.61,198248.48
GSTR-3B,MSME_15631,042026,2026-05-18,2026-05-20,0,299992.44,7327.61,39527.67
GSTR-3B,MSME_15632,022026,2026-03-17,2026-03-20,0,425854.13,16601.98,41567.77
GSTR-3B,MSME_15632,032026,2026-03-18,2026-04-20,0,1009744.9,16803.68,76881.26
GSTR-3B,MSME_15632,042026,2026-04-18,2026-05-20,0,985767.45,13718.15,83574.9
GSTR-3B,MSME_15633,022026,2026-03-19,2026-03-20,0,735001.25,13584.95,97671.22
GSTR-3B,MSME_15633,032026,2026-03-16,2026-04-20,0,1766257.53,43343.16,232686.64
GSTR-3B,MSME_15633,042026,2026-04-17,2026-05-20,0,1532595.18,22479.62,167880.32
GSTR-3B,MSME_15634,122025,2026-01-16,2026-01-20,0,1781904.74,51929.52,220244.55
GSTR-3B,MSME_15634,012026,2026-01-20,2026-02-20,0,1009943.64,12647.48,145129.89
GSTR-3B,MSME_15634,022026,2026-02-15,2026-03-20,0,960129.79,28168.99,107697.61
GSTR-3B,MSME_15634,032026,2026-03-16,2026-04-20,0,1618105.17,77757.58,90560.34
GSTR-3B,MSME_15634,042026,2026-04-15,2026-05-20,0,241895.41,6084.56,12581.29
GSTR-3B,MSME_15635,032026,2026-04-17,2026-04-20,0,438361.89,13432.5,40593.48
GSTR-3B,MSME_15635,042026,2026-04-17,2026-05-20,0,1417154.0,43416.48,74176.66
GSTR-3B,MSME_15636,122025,2026-01-17,2026-01-20,0,1786879.85,19662.39,261876.77
GSTR-3B,MSME_15636,012026,2026-01-16,2026-02-20,0,770379.42,28653.82,99583.8
GSTR-3B,MSME_15636,022026,2026-02-16,2026-03-20,0,1055997.21,32747.94,82588.84
GSTR-3B,MSME_15636,032026,2026-03-17,2026-04-20,0,1049996.33,33469.91,106484.06
GSTR-3B,MSME_15636,042026,2026-04-19,2026-05-20,0,973388.68,34670.92,75782.0
GSTR-3B,MSME_15637,122025,2026-01-20,2026-01-20,0,990467.28,10641.3,122051.21
GSTR-3B,MSME_15637,012026,2026-01-17,2026-02-20,0,1324073.24,51991.35,147911.76
GSTR-3B,MSME_15637,022026,2026-02-20,2026-03-20,0,266762.42,6665.76,21845.08
GSTR-3B,MSME_15637,032026,2026-03-19,2026-04-20,0,268942.11,11213.71,22922.01
GSTR-3B,MSME_15637,042026,2026-04-20,2026-05-20,0,1555378.32,54386.54,211828.81
GSTR-3B,MSME_15638,122025,2026-01-15,2026-01-20,0,1968973.37,24004.98,244004.92
GSTR-3B,MSME_15638,012026,2026-01-19,2026-02-20,0,576939.92,28708.65,31068.68
GSTR-3B,MSME_15638,022026,2026-02-15,2026-03-20,0,1029798.71,17012.75,99311.72
GSTR-3B,MSME_15638,032026,2026-03-15,2026-04-20,0,1043026.77,21132.88,151411.22
GSTR-3B,MSME_15638,042026,2026-04-16,2026-05-20,0,928742.88,19057.07,108566.04
GSTR-3B,MSME_15639,032026,2026-04-19,2026-04-20,0,876169.05,42737.87,85218.19
GSTR-3B,MSME_15639,042026,2026-04-16,2026-05-20,0,142411.5,3966.05,10699.26
GSTR-3B,MSME_15640,022026,2026-03-15,2026-03-20,0,818936.07,22658.3,43089.59
GSTR-3B,MSME_15640,032026,2026-03-20,2026-04-20,0,1995560.17,45160.14,252289.86
GSTR-3B,MSME_15640,042026,2026-04-16,2026-05-20,0,852801.44,37948.87,52224.18
GSTR-3B,MSME_15641,042026,2026-05-18,2026-05-20,0,1414666.7,45978.66,207600.43
GSTR-3B,MSME_15642,032026,2026-04-20,2026-04-20,0,987888.33,26624.04,69102.07
GSTR-3B,MSME_15642,042026,2026-04-20,2026-05-20,0,777625.26,8285.12,104962.78
GSTR-3B,MSME_15643,122025,2026-01-19,2026-01-20,0,1469430.74,47642.91,201220.1
GSTR-3B,MSME_15643,012026,2026-01-28,2026-02-20,0,860861.36,17657.39,104208.45
GSTR-3B,MSME_15643,022026,2026-02-27,2026-03-20,0,1614155.66,69061.51,177356.25
GSTR-3B,MSME_15643,032026,2026-03-26,2026-04-20,0,692079.02,34250.62,57802.75
GSTR-3B,MSME_15643,042026,2026-04-29,2026-05-20,0,1322837.85,27069.32,101293.25
GSTR-3B,MSME_15644,012026,2026-02-19,2026-02-20,0,305032.54,6868.61,43258.72
GSTR-3B,MSME_15644,022026,2026-02-17,2026-03-20,0,390610.18,16561.73,41796.55
GSTR-3B,MSME_15644,032026,2026-03-15,2026-04-20,0,956026.37,18097.49,135714.01
GSTR-3B,MSME_15644,042026,2026-04-20,2026-05-20,0,658529.2,13335.09,35524.01
GSTR-3B,MSME_15645,042026,2026-05-19,2026-05-20,0,1317170.45,31885.32,153342.34
GSTR-3B,MSME_15646,012026,2026-02-20,2026-02-20,0,1142308.98,22225.15,66155.39
GSTR-3B,MSME_15646,022026,2026-02-17,2026-03-20,0,214104.39,7961.28,14310.1
GSTR-3B,MSME_15646,032026,2026-03-18,2026-04-20,0,1041039.3,33228.5,77264.07
GSTR-3B,MSME_15646,042026,2026-04-19,2026-05-20,0,705415.12,24412.61,83476.78
GSTR-3B,MSME_15647,012026,2026-02-17,2026-02-20,0,767241.26,29052.24,47697.74
GSTR-3B,MSME_15647,022026,2026-02-21,2026-03-20,0,682159.63,12969.93,101242.05
GSTR-3B,MSME_15647,032026,2026-03-30,2026-04-20,0,141077.88,6000.18,14532.14
GSTR-3B,MSME_15647,042026,2026-04-26,2026-05-20,0,1834291.54,73252.17,137822.75
GSTR-3B,MSME_15648,122025,2026-01-16,2026-01-20,0,888845.76,22521.83,63454.44
GSTR-3B,MSME_15648,012026,2026-01-18,2026-02-20,0,1077219.2,35728.17,56751.43
GSTR-3B,MSME_15648,022026,2026-02-15,2026-03-20,0,998983.08,35241.36,93088.2
GSTR-3B,MSME_15648,032026,2026-03-18,2026-04-20,0,1802681.82,41898.73,136248.64
GSTR-3B,MSME_15648,042026,2026-04-18,2026-05-20,0,1111383.28,27599.38,150256.31
GSTR-3B,MSME_15649,042026,2026-05-15,2026-05-20,0,1758829.85,81566.03,126956.01
GSTR-3B,MSME_15650,042026,2026-05-20,2026-05-20,0,1296230.56,34109.66,181985.58
GSTR-3B,MSME_15651,012026,2026-02-20,2026-02-20,0,133303.73,4351.77,14869.97
GSTR-3B,MSME_15651,022026,2026-02-16,2026-03-20,0,1280172.45,31778.12,81789.62
GSTR-3B,MSME_15651,032026,2026-03-19,2026-04-20,0,947472.96,43267.62,55215.04
GSTR-3B,MSME_15651,042026,2026-04-16,2026-05-20,0,1174784.41,22633.7,159630.73
GSTR-3B,MSME_15652,032026,2026-04-16,2026-04-20,0,1622943.18,33586.26,188973.25
GSTR-3B,MSME_15652,042026,2026-04-16,2026-05-20,0,1431612.61,41183.12,209610.24
GSTR-3B,MSME_15653,022026,2026-03-17,2026-03-20,0,725846.68,10188.95,57800.55
GSTR-3B,MSME_15653,032026,2026-03-28,2026-04-20,0,1375840.91,56838.27,176978.12
GSTR-3B,MSME_15653,042026,2026-04-22,2026-05-20,0,1733339.5,78935.77,126789.6
GSTR-3B,MSME_15654,122025,2026-01-20,2026-01-20,0,126449.47,5046.51,10063.39
GSTR-3B,MSME_15654,012026,2026-01-18,2026-02-20,0,1331198.35,47482.3,135491.03
GSTR-3B,MSME_15654,022026,2026-02-19,2026-03-20,0,1070844.47,46688.58,95626.49
GSTR-3B,MSME_15654,032026,2026-03-17,2026-04-20,0,1646214.45,73559.47,129406.99
GSTR-3B,MSME_15654,042026,2026-04-17,2026-05-20,0,1325708.72,39630.88,115604.35
GSTR-3B,MSME_15655,022026,2026-03-18,2026-03-20,0,577951.21,6751.07,84565.67
GSTR-3B,MSME_15655,032026,2026-03-19,2026-04-20,0,1748275.41,30647.58,235395.63
GSTR-3B,MSME_15655,042026,2026-04-16,2026-05-20,0,1333034.85,45772.2,165304.43
GSTR-3B,MSME_15656,012026,2026-02-18,2026-02-20,0,1458672.96,67538.78,189704.63
GSTR-3B,MSME_15656,022026,2026-02-16,2026-03-20,0,1089883.88,50655.99,105657.57
GSTR-3B,MSME_15656,032026,2026-03-20,2026-04-20,0,295454.51,4635.25,22712.11
GSTR-3B,MSME_15656,042026,2026-04-17,2026-05-20,0,256507.0,7881.56,13032.91
GSTR-3B,MSME_15657,022026,2026-03-19,2026-03-20,0,384943.5,18370.61,26194.92
GSTR-3B,MSME_15657,032026,2026-03-19,2026-04-20,0,1198030.52,40576.22,135400.93
GSTR-3B,MSME_15657,042026,2026-04-18,2026-05-20,0,1499532.8,28952.14,187410.18
GSTR-3B,MSME_15658,042026,2026-05-17,2026-05-20,0,1215281.63,45149.61,144217.75
GSTR-3B,MSME_15659,012026,2026-02-19,2026-02-20,0,279320.95,8856.26,41352.59
GSTR-3B,MSME_15659,022026,2026-02-20,2026-03-20,0,296203.11,6713.17,40975.31
GSTR-3B,MSME_15659,032026,2026-03-18,2026-04-20,0,733542.54,28671.41,42895.99
GSTR-3B,MSME_15659,042026,2026-04-19,2026-05-20,0,470363.07,13101.94,36331.32
GSTR-3B,MSME_15660,022026,2026-03-20,2026-03-20,0,1856400.9,63031.38,128604.36
GSTR-3B,MSME_15660,032026,2026-03-17,2026-04-20,0,1092977.2,41204.8,98781.6
GSTR-3B,MSME_15660,042026,2026-04-17,2026-05-20,0,393432.21,19289.51,34151.25
GSTR-3B,MSME_15661,022026,2026-03-15,2026-03-20,0,1092611.5,46981.78,144230.58
GSTR-3B,MSME_15661,032026,2026-03-19,2026-04-20,0,1359543.75,56576.6,125772.53
GSTR-3B,MSME_15661,042026,2026-04-20,2026-05-20,0,727548.79,26236.99,72384.66
GSTR-3B,MSME_15662,032026,2026-04-19,2026-04-20,0,1894247.47,80640.27,250717.64
GSTR-3B,MSME_15662,042026,2026-04-25,2026-05-20,0,1840911.46,54567.97,270298.81
GSTR-3B,MSME_15663,032026,2026-04-15,2026-04-20,0,1717589.08,85053.92,187626.15
GSTR-3B,MSME_15663,042026,2026-04-17,2026-05-20,0,1686107.58,73745.24,126981.11
GSTR-3B,MSME_15664,042026,2026-05-19,2026-05-20,0,1746585.92,54498.55,209632.43
GSTR-3B,MSME_15665,042026,2026-05-15,2026-05-20,0,1368214.68,40542.01,103207.87
GSTR-3B,MSME_15666,122025,2026-01-15,2026-01-20,0,817985.66,29602.29,101439.31
GSTR-3B,MSME_15666,012026,2026-01-15,2026-02-20,0,1496710.51,21732.54,198640.67
GSTR-3B,MSME_15666,022026,2026-02-16,2026-03-20,0,1580752.84,41755.62,168153.67
GSTR-3B,MSME_15666,032026,2026-03-20,2026-04-20,0,943458.47,29977.88,124844.32
GSTR-3B,MSME_15666,042026,2026-04-16,2026-05-20,0,248476.69,9192.18,14032.45
GSTR-3B,MSME_15667,022026,2026-03-20,2026-03-20,0,1768188.36,68863.91,216902.84
GSTR-3B,MSME_15667,032026,2026-03-19,2026-04-20,0,566790.3,8605.95,33922.13
GSTR-3B,MSME_15667,042026,2026-04-20,2026-05-20,0,1864784.07,75948.21,202387.21
GSTR-3B,MSME_15668,032026,2026-04-18,2026-04-20,0,608938.35,9907.18,51326.36
