msme_id,state,industry_sector,vintage_years,loan_product,sanctioned_amount_inr,outstanding_principal_inr,monthly_upi_volume_inr,avg_gst_delay_days,legacy_cibil_score,ai_blended_score,risk_band,days_past_due_dpd,accommodation_fraud_flag
MSME_12643,Karnataka,Manufacturing,17.7,Supply Chain Finance,9400000,3685697.52,1800000,0,787,787,Low Risk,0,False
MSME_12644,Maharashtra,Agriculture Tech,21.7,Overdraft,3900000,2579440.45,4500000,0,806,842,Low Risk,0,False
MSME_12645,Karnataka,Agriculture Tech,1.4,Term Loan,7000000,3061922.04,4000000,0,658,681,Medium Risk,0,False
MSME_12646,Gujarat,IT/Services,25.0,Supply Chain Finance,8800000,5824881.91,4300000,0,817,846,Low Risk,0,False
MSME_12647,Gujarat,Agriculture Tech,19.4,Supply Chain Finance,3100000,2557144.09,2400000,0,707,744,Medium Risk,0,False
MSME_12648,Tamil Nadu,Logistics,16.4,Working Capital Demand Loan,3600000,1931080.08,5000000,0,709,759,Low Risk,0,False
MSME_12649,Maharashtra,Manufacturing,16.4,Working Capital Demand Loan,4300000,2125653.93,1700000,15,849,821,Low Risk,0,False
MSME_12650,Tamil Nadu,Logistics,16.9,Term Loan,2200000,1860024.79,2800000,5,843,869,Low Risk,0,False
MSME_12651,Delhi,Logistics,9.5,Term Loan,4500000,2688544.53,4900000,15,810,809,Low Risk,0,False
MSME_12652,Gujarat,Manufacturing,22.7,Supply Chain Finance,1200000,351732.21,4900000,0,718,744,Medium Risk,0,False
MSME_12653,Maharashtra,Retail/FMCG,12.4,Overdraft,1800000,1604616.29,4400000,0,696,727,Medium Risk,0,False
MSME_12654,Delhi,Manufacturing,14.2,Working Capital Demand Loan,9700000,1353254.65,500000,0,786,786,Low Risk,0,False
MSME_12655,Tamil Nadu,Retail/FMCG,20.2,Term Loan,5000000,3815476.89,3800000,5,846,858,Low Risk,0,False
MSME_12656,Tamil Nadu,Retail/FMCG,9.8,Overdraft,7400000,4459042.3,5000000,0,756,792,Low Risk,0,False
MSME_12657,Karnataka,Agriculture Tech,1.7,Working Capital Demand Loan,1200000,1099478.23,2800000,0,557,557,High Risk,90,False
MSME_12658,Delhi,Retail/FMCG,8.6,Supply Chain Finance,8400000,3835710.3,2900000,60,577,602,High Risk,0,False
MSME_12659,Tamil Nadu,IT/Services,15.3,Overdraft,4700000,4186772.45,4000000,15,819,839,Low Risk,0,False
MSME_12660,Tamil Nadu,Manufacturing,24.9,Term Loan,5700000,4631562.8,900000,0,698,698,Medium Risk,0,False
MSME_12661,Delhi,Agriculture Tech,22.1,Working Capital Demand Loan,9800000,8140702.81,4600000,0,725,759,Low Risk,0,False
MSME_12662,Maharashtra,Manufacturing,6.4,Overdraft,6400000,924751.93,400000,5,831,798,Low Risk,0,False
MSME_12663,Karnataka,Retail/FMCG,11.9,Supply Chain Finance,7100000,6249797.24,200000,30,609,576,High Risk,30,False
MSME_12664,Karnataka,Manufacturing,21.7,Overdraft,4400000,2556989.47,3000000,0,817,862,Low Risk,0,False
MSME_12665,Delhi,IT/Services,23.6,Supply Chain Finance,3800000,1161659.98,3800000,30,574,577,High Risk,0,False
MSME_12666,Tamil Nadu,IT/Services,8.0,Overdraft,6400000,1258385.6,1700000,0,724,724,Medium Risk,0,False
MSME_12667,Tamil Nadu,Agriculture Tech,19.4,Term Loan,9100000,5286367.14,5000000,0,807,851,Low Risk,0,False
MSME_12668,Karnataka,Retail/FMCG,5.3,Working Capital Demand Loan,500000,305423.6,3500000,0,782,829,Low Risk,0,False
MSME_12669,Gujarat,Manufacturing,19.0,Supply Chain Finance,9500000,9024415.7,4300000,0,810,857,Low Risk,0,False
MSME_12670,Maharashtra,Manufacturing,10.8,Term Loan,8000000,7246282.46,2700000,0,834,871,Low Risk,0,False
MSME_12671,Gujarat,Logistics,10.7,Overdraft,5400000,3018083.15,4200000,0,800,843,Low Risk,0,False
MSME_12672,Gujarat,Agriculture Tech,21.2,Working Capital Demand Loan,6300000,4289559.34,4100000,5,739,772,Low Risk,0,False
MSME_12673,Maharashtra,Logistics,15.1,Term Loan,9700000,5769996.21,1600000,0,806,806,Low Risk,0,False
MSME_12674,Delhi,Agriculture Tech,12.6,Supply Chain Finance,4400000,2013880.89,1700000,0,773,773,Low Risk,0,False
MSME_12675,Gujarat,Manufacturing,6.0,Term Loan,4800000,1252827.64,1700000,15,698,662,Medium Risk,0,False
MSME_12676,Tamil Nadu,Agriculture Tech,4.5,Supply Chain Finance,6700000,5854919.02,3300000,0,753,794,Low Risk,0,False
MSME_12677,Gujarat,Manufacturing,12.5,Overdraft,5400000,4608256.41,4000000,0,834,878,Low Risk,0,False
MSME_12678,Karnataka,IT/Services,20.6,Supply Chain Finance,5600000,1262473.94,3000000,5,712,714,Medium Risk,0,False
MSME_12679,Karnataka,Retail/FMCG,21.7,Term Loan,6400000,2257135.78,1700000,0,747,747,Medium Risk,0,False
MSME_12680,Delhi,Retail/FMCG,13.0,Term Loan,1700000,1497409.09,1900000,0,716,716,Medium Risk,0,False
MSME_12681,Delhi,Logistics,22.8,Supply Chain Finance,5800000,830101.13,1000000,0,792,792,Low Risk,0,False
MSME_12682,Delhi,Manufacturing,20.4,Supply Chain Finance,7900000,4770759.87,100000,5,823,788,Low Risk,0,False
MSME_12683,Gujarat,Logistics,19.3,Working Capital Demand Loan,4800000,4377009.37,3500000,0,732,776,Low Risk,0,False
MSME_12684,Maharashtra,Manufacturing,20.0,Working Capital Demand Loan,3500000,960374.61,900000,0,799,799,Low Risk,0,False
MSME_12685,Maharashtra,Logistics,14.0,Overdraft,2700000,2230126.72,3400000,15,693,704,Medium Risk,0,False
MSME_12686,Delhi,Logistics,17.8,Working Capital Demand Loan,6600000,3157713.62,600000,0,843,843,Low Risk,0,False
MSME_12687,Delhi,Logistics,9.9,Supply Chain Finance,3000000,2652842.06,2500000,0,843,866,Low Risk,0,False
MSME_12688,Tamil Nadu,IT/Services,10.5,Term Loan,3300000,2865432.79,1200000,0,839,839,Low Risk,0,False
MSME_12689,Tamil Nadu,Logistics,4.1,Overdraft,1000000,902501.43,4000000,5,829,867,Low Risk,0,False
MSME_12690,Gujarat,Logistics,12.4,Supply Chain Finance,7100000,4391014.33,1100000,0,844,844,Low Risk,0,False
MSME_12691,Gujarat,Logistics,18.6,Working Capital Demand Loan,9700000,4027390.63,3900000,30,654,666,Medium Risk,0,False
MSME_12692,Karnataka,Agriculture Tech,8.1,Supply Chain Finance,3300000,2479924.02,2900000,0,833,872,Low Risk,0,False
MSME_12693,Delhi,Retail/FMCG,23.8,Overdraft,6400000,1181883.58,2700000,0,764,814,Low Risk,0,False
MSME_12694,Karnataka,Logistics,19.4,Term Loan,700000,312140.39,4600000,0,801,311,Critical Risk,90,True
MSME_12695,Tamil Nadu,Agriculture Tech,22.3,Term Loan,7500000,3087114.46,4600000,0,699,731,Medium Risk,0,False
MSME_12696,Gujarat,Agriculture Tech,9.3,Supply Chain Finance,3100000,2231325.92,5000000,30,670,659,Medium Risk,60,False
MSME_12697,Delhi,Agriculture Tech,14.8,Overdraft,8300000,6770810.31,2400000,0,817,847,Low Risk,0,False
MSME_12698,Gujarat,Manufacturing,13.0,Supply Chain Finance,2100000,1032987.51,900000,15,729,712,Medium Risk,0,False
MSME_12699,Maharashtra,Retail/FMCG,12.6,Overdraft,4900000,4163530.91,600000,0,824,824,Low Risk,0,False
MSME_12700,Delhi,Retail/FMCG,6.3,Overdraft,9700000,7319442.29,2500000,0,775,813,Low Risk,0,False
MSME_12701,Tamil Nadu,IT/Services,21.7,Working Capital Demand Loan,4600000,3904566.96,1600000,0,740,740,Medium Risk,0,False
MSME_12702,Karnataka,Agriculture Tech,16.7,Overdraft,5300000,4503891.48,1900000,15,778,745,Medium Risk,0,False
MSME_12703,Tamil Nadu,IT/Services,13.7,Working Capital Demand Loan,5700000,3398249.15,2200000,0,815,852,Low Risk,0,False
MSME_12704,Tamil Nadu,IT/Services,23.6,Working Capital Demand Loan,5300000,1704599.6,3000000,0,840,888,Low Risk,0,False
MSME_12705,Delhi,Retail/FMCG,3.7,Supply Chain Finance,7000000,1205873.87,4600000,0,697,741,Medium Risk,0,False
MSME_12706,Karnataka,Manufacturing,7.6,Overdraft,7000000,868221.83,3500000,5,791,785,Low Risk,0,False
MSME_12707,Gujarat,Agriculture Tech,21.4,Supply Chain Finance,1200000,570749.33,800000,0,816,816,Low Risk,0,False
MSME_12708,Delhi,Retail/FMCG,8.0,Working Capital Demand Loan,8300000,1299631.96,2300000,0,717,749,Medium Risk,0,False
MSME_12709,Karnataka,Retail/FMCG,14.2,Overdraft,600000,486119.53,2900000,5,781,782,Low Risk,0,False
MSME_12710,Delhi,Manufacturing,12.7,Working Capital Demand Loan,9800000,7584154.19,4000000,5,807,792,Low Risk,0,False
MSME_12711,Tamil Nadu,IT/Services,8.0,Supply Chain Finance,6900000,754480.28,900000,0,696,696,Medium Risk,0,False
MSME_12712,Maharashtra,Retail/FMCG,3.9,Term Loan,5200000,3665318.11,500000,15,716,706,Medium Risk,60,False
MSME_12713,Maharashtra,IT/Services,6.2,Working Capital Demand Loan,3800000,3478631.0,2900000,0,697,741,Medium Risk,0,False
MSME_12714,Gujarat,Agriculture Tech,13.9,Overdraft,8400000,4534811.43,4800000,0,791,838,Low Risk,0,False
MSME_12715,Maharashtra,Manufacturing,12.1,Working Capital Demand Loan,6800000,4538341.99,100000,0,818,818,Low Risk,0,False
MSME_12716,Delhi,Logistics,10.5,Supply Chain Finance,6800000,5555473.61,4000000,5,714,746,Medium Risk,0,False
MSME_12717,Tamil Nadu,Manufacturing,3.9,Working Capital Demand Loan,5600000,2462174.76,200000,0,812,812,Low Risk,0,False
MSME_12718,Gujarat,Logistics,20.5,Supply Chain Finance,4800000,4060361.68,700000,0,793,793,Low Risk,0,False
MSME_12719,Gujarat,Manufacturing,10.0,Supply Chain Finance,7400000,6899283.14,2900000,0,748,769,Low Risk,0,False
MSME_12720,Gujarat,Manufacturing,21.3,Term Loan,3300000,1282714.47,2000000,30,569,536,Critical Risk,30,False
MSME_12721,Maharashtra,IT/Services,2.6,Working Capital Demand Loan,6600000,3905353.42,4900000,0,600,600,High Risk,60,False
MSME_12722,Tamil Nadu,Retail/FMCG,21.5,Working Capital Demand Loan,800000,445017.9,2600000,5,798,798,Low Risk,0,False
MSME_12723,Delhi,Retail/FMCG,10.4,Term Loan,3000000,2498837.07,2400000,0,780,819,Low Risk,0,False
MSME_12724,Karnataka,Retail/FMCG,11.0,Working Capital Demand Loan,6400000,5236287.38,2500000,0,724,747,Medium Risk,0,False
MSME_12725,Gujarat,Retail/FMCG,9.6,Term Loan,6200000,5450754.5,4600000,0,718,762,Low Risk,0,False
MSME_12726,Tamil Nadu,Agriculture Tech,11.8,Working Capital Demand Loan,1600000,912530.11,4600000,0,753,792,Low Risk,0,False
MSME_12727,Tamil Nadu,IT/Services,16.9,Overdraft,500000,307505.1,4100000,0,681,728,Medium Risk,0,False
MSME_12728,Tamil Nadu,Retail/FMCG,24.5,Supply Chain Finance,8900000,1729224.28,300000,5,820,798,Low Risk,0,False
MSME_12729,Karnataka,Manufacturing,19.6,Overdraft,700000,605637.84,700000,60,602,589,High Risk,0,False
MSME_12730,Tamil Nadu,IT/Services,22.0,Working Capital Demand Loan,5700000,2876847.22,3600000,0,716,761,Low Risk,0,False
MSME_12731,Delhi,Agriculture Tech,3.6,Supply Chain Finance,9400000,4607520.07,300000,0,793,793,Low Risk,0,False
MSME_12732,Gujarat,Manufacturing,17.4,Supply Chain Finance,1300000,1213483.41,3500000,15,736,707,Medium Risk,90,False
MSME_12733,Maharashtra,Agriculture Tech,23.3,Term Loan,900000,839872.13,1700000,5,793,761,Low Risk,0,False
MSME_12734,Delhi,IT/Services,16.0,Term Loan,8000000,3286070.53,4900000,30,643,617,High Risk,60,False
MSME_12735,Tamil Nadu,IT/Services,4.2,Term Loan,6300000,1745687.54,200000,0,741,741,Medium Risk,60,False
MSME_12736,Delhi,Logistics,21.7,Overdraft,6600000,3757640.6,1500000,30,611,576,High Risk,0,False
MSME_12737,Delhi,Logistics,12.1,Overdraft,7800000,885481.39,2100000,0,784,809,Low Risk,0,False
MSME_12738,Maharashtra,Manufacturing,19.5,Supply Chain Finance,8000000,5149010.72,900000,30,574,564,High Risk,60,False
MSME_12739,Tamil Nadu,IT/Services,5.4,Term Loan,4900000,979822.24,4400000,30,623,588,High Risk,90,False
MSME_12740,Delhi,Agriculture Tech,16.5,Supply Chain Finance,10000000,9149234.36,300000,5,752,740,Medium Risk,0,False
MSME_12741,Delhi,IT/Services,11.5,Term Loan,1700000,786515.78,3800000,0,831,856,Low Risk,0,False
MSME_12742,Karnataka,IT/Services,22.2,Working Capital Demand Loan,2000000,679050.42,2800000,0,706,706,Medium Risk,30,False
MSME_12743,Maharashtra,Retail/FMCG,9.1,Supply Chain Finance,2100000,226215.73,2000000,0,843,843,Low Risk,0,False
MSME_12744,Delhi,Retail/FMCG,3.7,Overdraft,7300000,1760143.97,300000,5,800,765,Low Risk,0,False
MSME_12745,Delhi,Manufacturing,9.0,Overdraft,4600000,1903322.02,1700000,0,710,710,Medium Risk,0,False
MSME_12746,Tamil Nadu,Agriculture Tech,2.6,Working Capital Demand Loan,5600000,4251736.47,4800000,0,665,665,Medium Risk,60,False
MSME_12747,Gujarat,IT/Services,22.1,Working Capital Demand Loan,6700000,5953873.86,2000000,0,768,768,Low Risk,0,False
MSME_12748,Karnataka,IT/Services,3.3,Overdraft,4000000,2722108.34,2000000,0,764,764,Low Risk,0,False
MSME_12749,Tamil Nadu,IT/Services,2.0,Working Capital Demand Loan,2100000,1801285.91,1800000,0,590,590,High Risk,0,False
MSME_12750,Maharashtra,Logistics,13.2,Term Loan,2300000,1230125.35,1500000,0,804,804,Low Risk,0,False
MSME_12751,Karnataka,IT/Services,14.5,Overdraft,6300000,2154350.77,2000000,5,707,696,Medium Risk,0,False
MSME_12752,Tamil Nadu,Agriculture Tech,1.9,Working Capital Demand Loan,2900000,755440.58,200000,0,576,576,High Risk,30,False
MSME_12753,Delhi,Retail/FMCG,15.4,Overdraft,7900000,5685711.55,4800000,0,831,857,Low Risk,0,False
MSME_12754,Karnataka,Retail/FMCG,10.3,Working Capital Demand Loan,7700000,6898602.83,1200000,5,710,679,Medium Risk,0,False
MSME_12755,Maharashtra,IT/Services,21.7,Supply Chain Finance,2200000,1506020.99,1900000,0,782,782,Low Risk,0,False
MSME_12756,Karnataka,Logistics,5.2,Overdraft,3700000,2204776.3,3100000,5,681,695,Medium Risk,0,False
MSME_12757,Delhi,Retail/FMCG,11.4,Term Loan,9200000,5013808.01,5000000,0,733,733,Medium Risk,30,False
MSME_12758,Karnataka,Retail/FMCG,15.7,Supply Chain Finance,5000000,738346.61,500000,0,683,683,Medium Risk,0,False
MSME_12759,Maharashtra,Agriculture Tech,15.2,Working Capital Demand Loan,800000,757708.15,4000000,0,830,876,Low Risk,0,False
MSME_12760,Gujarat,Retail/FMCG,16.6,Term Loan,8900000,4071640.34,3000000,0,782,830,Low Risk,0,False
MSME_12761,Gujarat,Logistics,14.2,Supply Chain Finance,3900000,1078430.51,1800000,0,845,845,Low Risk,0,False
MSME_12762,Gujarat,Manufacturing,5.7,Working Capital Demand Loan,5000000,635918.94,200000,0,699,699,Medium Risk,0,False
MSME_12763,Gujarat,Agriculture Tech,7.5,Term Loan,4600000,3463571.41,3800000,0,689,723,Medium Risk,0,False
MSME_12764,Karnataka,IT/Services,5.4,Working Capital Demand Loan,5000000,1747237.28,3300000,0,694,728,Medium Risk,0,False
MSME_12765,Maharashtra,IT/Services,4.3,Working Capital Demand Loan,1000000,206657.9,3900000,0,844,865,Low Risk,0,False
MSME_12766,Gujarat,IT/Services,13.9,Supply Chain Finance,4700000,832062.82,1900000,15,688,673,Medium Risk,0,False
MSME_12767,Delhi,Retail/FMCG,10.0,Working Capital Demand Loan,1600000,387740.24,2300000,5,698,704,Medium Risk,0,False
MSME_12768,Karnataka,Retail/FMCG,1.1,Supply Chain Finance,7200000,6292950.75,4800000,0,664,703,Medium Risk,0,False
MSME_12769,Karnataka,Logistics,12.5,Working Capital Demand Loan,3400000,2902832.56,3000000,0,759,784,Low Risk,0,False
MSME_12770,Tamil Nadu,Logistics,16.0,Term Loan,6200000,972336.9,100000,0,756,756,Low Risk,0,False
MSME_12771,Delhi,Logistics,13.3,Overdraft,7300000,2796841.5,4900000,0,715,740,Medium Risk,0,False
MSME_12772,Karnataka,Manufacturing,23.2,Overdraft,9800000,3950609.66,1500000,0,708,708,Medium Risk,0,False
MSME_12773,Maharashtra,Retail/FMCG,13.4,Supply Chain Finance,2600000,1481917.63,3200000,0,711,748,Medium Risk,0,False
MSME_12774,Delhi,IT/Services,3.1,Overdraft,6900000,4825882.68,3600000,0,811,859,Low Risk,0,False
MSME_12775,Tamil Nadu,Manufacturing,3.8,Term Loan,3300000,2582900.91,2100000,0,727,762,Low Risk,0,False
MSME_12776,Maharashtra,Retail/FMCG,2.9,Working Capital Demand Loan,3500000,1130306.58,3900000,0,652,652,Medium Risk,30,False
MSME_12777,Delhi,Logistics,13.5,Supply Chain Finance,1000000,369338.76,300000,0,684,684,Medium Risk,0,False
MSME_12778,Karnataka,Retail/FMCG,4.6,Supply Chain Finance,9600000,4459818.94,1600000,0,744,744,Medium Risk,0,False
MSME_12779,Tamil Nadu,Manufacturing,16.0,Supply Chain Finance,6800000,2856547.41,3500000,5,840,868,Low Risk,0,False
MSME_12780,Delhi,Manufacturing,19.6,Supply Chain Finance,5000000,2799598.18,1100000,5,682,668,Medium Risk,30,False
MSME_12781,Maharashtra,Agriculture Tech,15.2,Term Loan,6300000,2630121.81,2100000,15,686,667,Medium Risk,0,False
MSME_12782,Karnataka,Retail/FMCG,16.8,Working Capital Demand Loan,9200000,1243699.39,4900000,30,672,674,Medium Risk,0,False
MSME_12783,Tamil Nadu,Agriculture Tech,18.9,Overdraft,600000,380576.54,700000,0,756,756,Low Risk,0,False
MSME_12784,Maharashtra,Retail/FMCG,17.8,Overdraft,5400000,3225852.78,3200000,0,754,794,Low Risk,0,False
MSME_12785,Delhi,Agriculture Tech,12.4,Supply Chain Finance,1100000,445016.55,1500000,0,834,834,Low Risk,0,False
MSME_12786,Maharashtra,Agriculture Tech,17.8,Term Loan,10000000,7033460.33,4200000,0,798,819,Low Risk,0,False
MSME_12787,Tamil Nadu,Retail/FMCG,23.7,Term Loan,5600000,2226523.67,400000,0,728,728,Medium Risk,0,False
MSME_12788,Gujarat,Retail/FMCG,4.2,Term Loan,5300000,3156760.63,1700000,0,818,818,Low Risk,0,False
MSME_12789,Gujarat,Logistics,1.0,Overdraft,2200000,993748.66,1400000,5,602,570,High Risk,0,False
MSME_12790,Tamil Nadu,IT/Services,19.0,Working Capital Demand Loan,4500000,2368366.77,3000000,0,725,750,Low Risk,0,False
MSME_12791,Maharashtra,Manufacturing,8.8,Term Loan,5300000,5008897.85,2700000,5,714,713,Medium Risk,0,False
MSME_12792,Delhi,Agriculture Tech,7.5,Working Capital Demand Loan,3400000,1378567.16,4700000,5,778,790,Low Risk,0,False
MSME_12793,Delhi,Retail/FMCG,15.1,Working Capital Demand Loan,3700000,1276394.43,4400000,15,753,784,Low Risk,0,False
MSME_12794,Karnataka,Retail/FMCG,23.7,Working Capital Demand Loan,9400000,8825393.17,4900000,5,749,748,Medium Risk,0,False
MSME_12795,Karnataka,Logistics,14.4,Overdraft,2900000,1211446.6,4900000,0,749,771,Low Risk,0,False
MSME_12796,Tamil Nadu,Agriculture Tech,18.8,Supply Chain Finance,2500000,1238119.24,3300000,0,680,718,Medium Risk,0,False
MSME_12797,Tamil Nadu,IT/Services,11.1,Term Loan,4700000,4222457.97,1400000,0,760,760,Low Risk,0,False
MSME_12798,Karnataka,Logistics,12.3,Working Capital Demand Loan,500000,412922.41,500000,0,830,830,Low Risk,0,False
MSME_12799,Gujarat,Manufacturing,8.3,Term Loan,1000000,183252.78,3600000,0,838,879,Low Risk,0,False
MSME_12800,Gujarat,Retail/FMCG,14.1,Overdraft,9900000,6295574.26,4300000,0,691,721,Medium Risk,0,False
MSME_12801,Delhi,Retail/FMCG,9.3,Overdraft,6600000,6254632.33,2500000,0,724,768,Low Risk,0,False
MSME_12802,Gujarat,Retail/FMCG,4.8,Working Capital Demand Loan,6200000,5567705.71,1900000,30,585,572,High Risk,0,False
MSME_12803,Maharashtra,Retail/FMCG,13.8,Working Capital Demand Loan,1200000,157222.76,4400000,0,807,839,Low Risk,0,False
MSME_12804,Karnataka,Agriculture Tech,16.0,Supply Chain Finance,4800000,2157798.28,4800000,0,705,754,Low Risk,0,False
MSME_12805,Karnataka,IT/Services,10.3,Supply Chain Finance,700000,634534.9,1800000,0,765,765,Low Risk,0,False
MSME_12806,Tamil Nadu,Agriculture Tech,6.5,Working Capital Demand Loan,700000,77909.62,1700000,15,715,683,Medium Risk,0,False
MSME_12807,Tamil Nadu,Manufacturing,7.5,Working Capital Demand Loan,3100000,2866545.24,2700000,5,798,788,Low Risk,0,False
MSME_12808,Karnataka,Agriculture Tech,6.9,Term Loan,9700000,4112511.91,900000,5,723,690,Medium Risk,0,False
MSME_12809,Tamil Nadu,Agriculture Tech,12.2,Supply Chain Finance,8400000,2755222.71,900000,15,842,805,Low Risk,0,False
MSME_12810,Delhi,Logistics,17.5,Working Capital Demand Loan,1900000,397373.98,200000,0,691,691,Medium Risk,0,False
MSME_12811,Gujarat,IT/Services,13.4,Supply Chain Finance,8000000,4902627.42,2700000,0,836,856,Low Risk,0,False
MSME_12812,Gujarat,Agriculture Tech,9.7,Supply Chain Finance,700000,423303.0,800000,0,795,795,Low Risk,0,False
MSME_12813,Gujarat,Manufacturing,18.8,Supply Chain Finance,2600000,1881699.91,4200000,0,772,809,Low Risk,0,False
MSME_12814,Karnataka,Manufacturing,12.5,Term Loan,600000,84024.84,3000000,0,750,798,Low Risk,0,False
MSME_12815,Tamil Nadu,Logistics,12.2,Overdraft,5900000,5436840.71,3700000,0,790,835,Low Risk,0,False
MSME_12816,Tamil Nadu,IT/Services,5.8,Supply Chain Finance,3200000,1157763.88,2200000,0,719,755,Low Risk,0,False
MSME_12817,Tamil Nadu,IT/Services,2.4,Term Loan,6700000,5559588.57,3300000,5,594,597,High Risk,0,False
MSME_12818,Delhi,Retail/FMCG,4.0,Supply Chain Finance,8500000,2457941.98,1800000,0,711,711,Medium Risk,0,False
MSME_12819,Maharashtra,Agriculture Tech,1.2,Overdraft,9300000,3482687.71,1200000,0,582,582,High Risk,30,False
MSME_12820,Maharashtra,Agriculture Tech,4.3,Overdraft,7700000,6602367.07,1100000,0,705,705,Medium Risk,0,False
MSME_12821,Tamil Nadu,Manufacturing,14.7,Working Capital Demand Loan,4500000,2825400.93,3000000,15,730,733,Medium Risk,0,False
MSME_12822,Karnataka,Retail/FMCG,6.5,Working Capital Demand Loan,1200000,583959.17,2700000,0,681,681,Medium Risk,60,False
MSME_12823,Maharashtra,Agriculture Tech,4.6,Overdraft,10000000,6295424.6,1500000,0,833,833,Low Risk,0,False
MSME_12824,Gujarat,Manufacturing,20.2,Working Capital Demand Loan,4400000,2821568.96,1400000,5,819,801,Low Risk,0,False
MSME_12825,Delhi,Agriculture Tech,13.6,Supply Chain Finance,7500000,4775631.41,3200000,30,625,609,High Risk,30,False
MSME_12826,Delhi,Manufacturing,18.0,Term Loan,9900000,1473422.3,2800000,0,741,784,Low Risk,0,False
MSME_12827,Tamil Nadu,IT/Services,5.8,Working Capital Demand Loan,4500000,3412042.32,700000,0,802,802,Low Risk,0,False
MSME_12828,Maharashtra,Manufacturing,11.8,Working Capital Demand Loan,1900000,809115.68,700000,0,811,811,Low Risk,0,False
MSME_12829,Karnataka,IT/Services,24.3,Supply Chain Finance,600000,63784.28,5000000,15,746,734,Medium Risk,30,False
MSME_12830,Tamil Nadu,Manufacturing,3.7,Supply Chain Finance,4800000,2914369.09,3100000,0,708,757,Low Risk,0,False
MSME_12831,Karnataka,Agriculture Tech,6.4,Working Capital Demand Loan,4100000,1449459.38,4000000,0,720,757,Low Risk,0,False
MSME_12832,Maharashtra,Retail/FMCG,3.0,Term Loan,800000,345962.35,2800000,0,737,737,Medium Risk,30,False
MSME_12833,Maharashtra,Agriculture Tech,20.6,Overdraft,1100000,848184.95,3400000,30,563,528,Critical Risk,60,False
MSME_12834,Karnataka,Manufacturing,3.9,Working Capital Demand Loan,9700000,1573133.01,3200000,0,834,874,Low Risk,0,False
MSME_12835,Tamil Nadu,Agriculture Tech,10.0,Overdraft,2000000,1395644.93,5000000,30,611,595,High Risk,0,False
MSME_12836,Delhi,Manufacturing,11.4,Supply Chain Finance,2300000,2048627.03,1400000,5,717,681,Medium Risk,0,False
MSME_12837,Karnataka,IT/Services,12.6,Term Loan,9200000,7627878.95,900000,0,731,731,Medium Risk,0,False
MSME_12838,Karnataka,Agriculture Tech,9.1,Overdraft,8800000,2404690.12,3700000,0,686,717,Medium Risk,0,False
MSME_12839,Karnataka,Manufacturing,6.3,Supply Chain Finance,4800000,2693651.7,3900000,15,769,757,Low Risk,0,False
MSME_12840,Delhi,Agriculture Tech,24.6,Overdraft,9600000,8540999.3,2400000,0,803,830,Low Risk,0,False
MSME_12841,Gujarat,Logistics,8.1,Supply Chain Finance,3500000,1156820.23,2700000,0,741,766,Low Risk,0,False
MSME_12842,Gujarat,IT/Services,10.7,Supply Chain Finance,5200000,2225992.95,3700000,30,655,651,Medium Risk,0,False
MSME_12843,Karnataka,IT/Services,22.5,Supply Chain Finance,3900000,1840363.13,3200000,30,662,629,High Risk,30,False
MSME_12844,Gujarat,Retail/FMCG,24.3,Term Loan,9600000,6270279.0,2600000,5,697,712,Medium Risk,0,False
MSME_12845,Gujarat,Manufacturing,20.4,Term Loan,5600000,2895126.93,4700000,0,772,772,Low Risk,30,False
MSME_12846,Karnataka,Retail/FMCG,3.2,Supply Chain Finance,8800000,6605327.6,5000000,30,619,580,High Risk,60,False
MSME_12847,Gujarat,Manufacturing,21.8,Supply Chain Finance,8000000,3302849.13,1900000,0,789,789,Low Risk,0,False
MSME_12848,Delhi,Logistics,9.0,Term Loan,4900000,3682105.97,2700000,0,748,776,Low Risk,0,False
MSME_12849,Gujarat,Agriculture Tech,21.0,Supply Chain Finance,6600000,2959508.26,900000,0,835,835,Low Risk,0,False
MSME_12850,Gujarat,Agriculture Tech,11.6,Supply Chain Finance,2300000,1135844.0,1200000,0,790,790,Low Risk,0,False
MSME_12851,Karnataka,Retail/FMCG,22.7,Supply Chain Finance,2000000,1847297.61,4400000,0,777,817,Low Risk,0,False
MSME_12852,Tamil Nadu,Retail/FMCG,9.2,Overdraft,8100000,814386.49,500000,0,722,722,Medium Risk,0,False
MSME_12853,Tamil Nadu,Manufacturing,19.3,Supply Chain Finance,2000000,1692982.37,3200000,0,734,779,Low Risk,0,False
MSME_12854,Gujarat,Logistics,20.7,Working Capital Demand Loan,4300000,2485753.86,1200000,0,781,781,Low Risk,0,False
MSME_12855,Gujarat,Manufacturing,11.8,Overdraft,8800000,6887806.18,3700000,0,693,735,Medium Risk,0,False
MSME_12856,Delhi,Logistics,18.7,Term Loan,6800000,5702680.33,1300000,0,783,783,Low Risk,0,False
MSME_12857,Gujarat,Manufacturing,19.2,Overdraft,9900000,8782966.68,200000,0,825,825,Low Risk,0,False
MSME_12858,Gujarat,Logistics,22.2,Working Capital Demand Loan,500000,375729.62,4200000,15,790,786,Low Risk,0,False
MSME_12859,Maharashtra,Logistics,5.4,Working Capital Demand Loan,1800000,649332.38,200000,5,850,820,Low Risk,0,False
MSME_12860,Gujarat,Agriculture Tech,8.4,Term Loan,2100000,1387775.58,3700000,0,756,804,Low Risk,0,False
