entity_id,name,gstin,industry_code,vintage_months,bureau_score_cibil,credit_limit_requested
MSME_15772,Prime Retail,31LMQYV1055D7ZK,NIC_4100,10,592,1122005
MSME_15773,Global Traders,36PJWRH3319D2ZX,NIC_4711,49,-1,288843
MSME_15774,Lakshmi Packaging,21NMTGO2568V5ZI,NIC_4690,17,-1,2745402
MSME_15775,Shree Logistics,30QFKYH9783C8ZQ,NIC_5229,25,723,2751999
MSME_15776,Sai Logistics,18AMUNN9660H7Z5,NIC_1702,18,714,895288
MSME_15777,Lakshmi Industries,29QTECZ7185U2ZU,NIC_1079,9,-1,1684751
MSME_15778,Green Textiles,26HBXRC6669L1ZP,NIC_1079,52,-1,2926005
MSME_15779,Shree Textiles,26TCEMM9874T6ZG,NIC_2220,58,654,1290888
MSME_15780,Rapid Foods,16CYQUE4244T7ZE,NIC_2220,45,572,1729806
MSME_15781,Green Industries,36JNGWK1930W8ZL,NIC_4690,25,693,2202990
MSME_15782,Sai Enterprises,24CPXQA3483T2ZR,NIC_2220,33,574,1050712
MSME_15783,Sai Traders,26UAQYG3491I2ZQ,NIC_2220,26,629,314802
MSME_15784,Green Retail,33WOHLP6779Q2Z9,NIC_5229,41,576,335994
MSME_15785,Skyline Retail,30KSPJJ8704Q1ZH,NIC_1079,9,788,2365244
MSME_15786,Lakshmi Logistics,10VPNCZ2746X5ZS,NIC_4690,16,575,2363707
MSME_15787,Skyline Foods,16HMGQL3095X5ZJ,NIC_1311,36,-1,490794
MSME_15788,Lakshmi Traders,16EGNRK8332K6ZW,NIC_1079,38,-1,2070203
MSME_15789,Om Textiles,13TLZPT7346L2ZW,NIC_4711,20,702,1162176
MSME_15790,Om Industries,36MQUJW7301R7ZA,NIC_4100,2,-1,2850669
MSME_15791,Shree Packaging,17BILPR8375N5ZF,NIC_5229,57,-1,2645858
MSME_15792,Skyline Foods,24SLAHG2962G8ZR,NIC_5229,40,678,986530
MSME_15793,Urban Foods,11PBEJX8537A2ZO,NIC_1311,12,-1,570560
MSME_15794,Prime Logistics,13WEUCG0672X4ZY,NIC_1079,41,751,874584
MSME_15795,Lakshmi Textiles,21GWWQI0189G6ZI,NIC_1079,44,717,2316630
MSME_15796,Skyline Traders,23JRKXL5362X2ZD,NIC_4711,32,588,1654293
MSME_15797,Shree Textiles,10OMTWR3718V8ZB,NIC_4100,24,592,2590224
MSME_15798,Prime Logistics,12YPJEQ1915F1ZJ,NIC_1702,34,-1,1475665
MSME_15799,Urban Traders,27YDMID9578L2ZW,NIC_4100,40,-1,506914
MSME_15800,Rapid Textiles,22DUBCJ7925R4ZN,NIC_1311,38,591,1460575
MSME_15801,Skyline Industries,23MIVFH9163B3ZT,NIC_4711,27,720,982861
MSME_15802,Urban Industries,29XFBZS5074R2ZZ,NIC_4100,3,704,2149818
MSME_15803,Global Foods,33PUPYB9796D7Z8,NIC_4711,43,709,965782
MSME_15804,Shree Textiles,25UFEUP6474Y4ZJ,NIC_5229,23,630,2359744
MSME_15805,Lakshmi Textiles,10JKUGA3360N6ZE,NIC_1079,36,650,1657958
MSME_15806,Green Enterprises,12XPDPN3524I5ZC,NIC_4711,28,-1,880417
MSME_15807,Skyline Industries,28NIFGH6336E6ZZ,NIC_4100,5,629,371524
MSME_15808,Prime Retail,13WLZZX9525X3ZV,NIC_1311,12,-1,292479
MSME_15809,Prime Industries,21ELMHD5624J2Z3,NIC_4690,46,-1,2908603
MSME_15810,Urban Packaging,19KBBQY1498G3ZV,NIC_4690,9,607,1585365
MSME_15811,Green Logistics,28AEOEL6670F4ZS,NIC_1311,1,-1,161575
MSME_15812,Global Traders,34TSFWT7666Q7ZP,NIC_4100,54,693,2259368
MSME_15813,Rapid Foods,31GKZQG6417M4ZT,NIC_2220,23,689,894779
MSME_15814,Sai Textiles,17KXKRQ4833K5ZI,NIC_1702,33,-1,1164778
MSME_15815,Global Logistics,12VRCBH2801W4ZS,NIC_1702,28,723,1193132
MSME_15816,Green Logistics,24NWUDZ8847M7Z6,NIC_4711,5,785,140540
MSME_15817,Global Textiles,26QYGZK0906P8ZB,NIC_2220,34,-1,1468895
MSME_15818,Skyline Foods,28KBTMP4651X2ZY,NIC_1079,58,-1,1493396
MSME_15819,Global Retail,24PEZHW4612F3ZI,NIC_1079,22,745,1835088
MSME_15820,Urban Industries,25KJMNT0322L5ZJ,NIC_4690,4,753,1938971
MSME_15821,Om Textiles,16ARFXY1085C6ZX,NIC_1079,2,656,157615
MSME_15822,Lakshmi Textiles,24SYAEV1080X8ZN,NIC_1702,9,769,1863034
MSME_15823,Green Industries,18DQTDI1085R8ZI,NIC_4690,27,-1,2634166
MSME_15824,Shree Retail,33OFDLJ9553A2ZP,NIC_2220,46,617,2691946
MSME_15825,Prime Logistics,34HLMXE3240I3ZE,NIC_2220,40,-1,1364799
MSME_15826,Urban Logistics,33PJUEE1470E6ZM,NIC_1311,55,591,1313091
MSME_15827,Green Traders,16CBQCV0372P6ZV,NIC_4711,42,645,1036841
MSME_15828,Urban Foods,10WNBEK0887N2Z1,NIC_4690,10,629,1940454
MSME_15829,Rapid Industries,17LMUMS5729I6Z4,NIC_1311,49,-1,2351498
MSME_15830,Lakshmi Enterprises,36VJAFU4706K2ZO,NIC_4690,19,611,1244256
MSME_15831,Global Industries,14FEBMX8059L4Z2,NIC_2220,43,-1,514788
MSME_15832,Global Logistics,10BDFAD0201G5ZF,NIC_4711,21,778,2255706
MSME_15833,Global Logistics,29FSDNY0960C5Z0,NIC_4690,27,780,2503376
MSME_15834,Green Textiles,15SHWIR2832S3ZB,NIC_1079,44,-1,1953298
MSME_15835,Green Foods,25DTVZV0472C4ZY,NIC_5229,4,616,1042561
MSME_15836,Lakshmi Enterprises,14PNEGE7554O2Z9,NIC_4690,55,-1,720031
MSME_15837,Green Retail,12TFPQJ7102T6Z8,NIC_4711,25,-1,1621941
MSME_15838,Green Logistics,19EUTKO0999T2ZU,NIC_4711,47,696,2119706
MSME_15839,Skyline Foods,35TSVUL5394O5Z9,NIC_1079,48,-1,1112712
MSME_15840,Sai Foods,33KUENN9951W6ZC,NIC_1311,29,-1,2213295
MSME_15841,Om Enterprises,23CXRGA3931X3ZD,NIC_4690,17,-1,2406624
MSME_15842,Lakshmi Textiles,22HPSLJ8296N6ZV,NIC_1702,28,694,681884
MSME_15843,Lakshmi Industries,30RUKXV0210G6ZP,NIC_1311,26,-1,1482412
MSME_15844,Green Foods,27NNQIP7407Z5ZQ,NIC_4711,41,615,840891
MSME_15845,Shree Foods,15ICZEH5030C4ZN,NIC_4690,1,600,1379276
MSME_15846,Urban Traders,35WXCFT9254I3Z7,NIC_4100,22,-1,158413
MSME_15847,Global Industries,13BDKGZ2263Q1ZD,NIC_4711,36,627,458072
MSME_15848,Lakshmi Foods,20KNIYO1225A5Z5,NIC_4690,32,-1,1769407
MSME_15849,Lakshmi Traders,35SWNEJ8931U1ZI,NIC_2220,54,-1,1210196
MSME_15850,Green Logistics,14QGNSO7262D5ZE,NIC_4690,17,553,1418939
MSME_15851,Sai Industries,13LXSUL0797B7ZF,NIC_2220,8,747,1613293
MSME_15852,Lakshmi Foods,16LHIYN6294F7ZC,NIC_5229,50,670,182974
MSME_15853,Global Traders,30QXEUM7687X3ZK,NIC_4690,9,634,1116129
MSME_15854,Rapid Traders,19SCAGB4615T4ZW,NIC_4711,47,651,2734791
MSME_15855,Lakshmi Textiles,18TBVGG6323O5ZN,NIC_2220,45,-1,1681482
MSME_15856,Om Logistics,13EDQNN1359C2ZA,NIC_2220,8,679,1419558
MSME_15857,Skyline Logistics,14SINLH7949I8ZQ,NIC_4690,30,-1,359244
MSME_15858,Green Foods,34CGKES6671D3Z0,NIC_2220,5,704,804425
MSME_15859,Global Retail,36UTFAU1305O5ZH,NIC_4100,18,639,2726954
MSME_15860,Lakshmi Textiles,18MZSPG5704R5ZW,NIC_4100,7,605,2685096
MSME_15861,Global Logistics,25QMRUF6907X1ZX,NIC_4690,58,-1,2874077
MSME_15862,Om Retail,19RLNOW4572F8ZU,NIC_5229,22,-1,1839818
MSME_15863,Green Industries,11QCDAF2360R6ZU,NIC_4100,12,638,1182931
MSME_15864,Om Traders,10MZPDZ6001N5ZA,NIC_5229,50,608,686373
MSME_15865,Green Enterprises,17QVZYU8918X2ZD,NIC_5229,51,759,535903
MSME_15866,Urban Foods,23YDOJU2729P8ZG,NIC_1311,16,-1,852965
MSME_15867,Skyline Packaging,26WYVUT8541L5ZJ,NIC_2220,30,710,861115
MSME_15868,Urban Enterprises,11SNAWV1256K2ZZ,NIC_2220,43,757,196960
MSME_15869,Shree Foods,17GNHKT7958P3ZJ,NIC_4100,3,725,2594623
MSME_15870,Lakshmi Logistics,35WQBKS9193U8ZO,NIC_1702,10,758,2498435
MSME_15871,Prime Foods,36MSLNH7632O6ZZ,NIC_1702,6,-1,963291
MSME_15872,Rapid Industries,20DQZEY1685V4ZR,NIC_1702,33,-1,2110871
MSME_15873,Shree Retail,36YYQBE0912K5ZG,NIC_4690,29,658,1137582
MSME_15874,Skyline Foods,26JFKOY1784V1ZC,NIC_1079,38,583,446154
MSME_15875,Rapid Foods,30EHIOO7658V1ZN,NIC_1702,55,681,2963893
MSME_15876,Lakshmi Industries,35VYLFQ4682O3ZX,NIC_1079,42,-1,1314121
MSME_15877,Rapid Logistics,21GXIKF0998Y3ZD,NIC_4100,52,770,2202572
MSME_15878,Skyline Packaging,17COFIC5186R7Z4,NIC_4100,30,590,2877371
MSME_15879,Rapid Retail,16JZRCQ3772U5ZY,NIC_1702,59,633,772810
MSME_15880,Shree Packaging,16FOUJS0851G5Z6,NIC_1702,34,-1,1576783
MSME_15881,Green Logistics,19XICJL0645R7ZW,NIC_1311,52,608,1526368
MSME_15882,Skyline Logistics,23FTTDP3515G2ZD,NIC_4711,15,780,902802
MSME_15883,Global Packaging,22KCIZG7879N6ZA,NIC_4100,32,625,112409
MSME_15884,Lakshmi Logistics,24MHIHV1149A7ZR,NIC_4690,46,-1,798107
MSME_15885,Om Industries,35YVKRV0440Q2Z0,NIC_2220,14,799,2565826
MSME_15886,Rapid Traders,19PEDXM0381R4ZI,NIC_4690,54,714,316482
MSME_15887,Prime Logistics,18SJGTX0434A5ZS,NIC_4100,45,-1,1380533
MSME_15888,Skyline Industries,23KDVWK9179Y3Z6,NIC_5229,40,702,237814
MSME_15889,Om Traders,27QOJOA5483L4ZD,NIC_5229,40,-1,1693434
MSME_15890,Lakshmi Enterprises,31IAXUX3379D3ZR,NIC_4711,32,-1,630952
MSME_15891,Sai Industries,23CSURJ9161M6Z5,NIC_5229,17,761,1684036
MSME_15892,Urban Logistics,10LDIPO7461G4ZG,NIC_4690,31,722,344758
MSME_15893,Lakshmi Foods,28CMVGD8943W4ZI,NIC_4711,37,630,2176917
MSME_15894,Lakshmi Foods,31GZXMS7914U5ZZ,NIC_5229,15,-1,1443618
MSME_15895,Prime Traders,12WZAKZ6770F4Z8,NIC_1311,53,-1,1681781
MSME_15896,Prime Foods,26MSOSO9518P5ZP,NIC_4100,23,-1,686693
MSME_15897,Urban Foods,23FPQHY1239S6ZC,NIC_4100,6,634,584033
MSME_15898,Global Textiles,14RASJG0075I5Z1,NIC_4711,41,626,633785
MSME_15899,Global Enterprises,11SSEMI2580A7Z7,NIC_5229,7,684,2604322
MSME_15900,Rapid Logistics,17ICWKH3743G2Z8,NIC_1311,2,704,1224140
MSME_15901,Prime Logistics,15DGWQH2757M2ZE,NIC_1311,17,555,2858085
MSME_15902,Skyline Retail,14ZJBWL1754G3ZZ,NIC_5229,9,-1,577123
MSME_15903,Om Traders,32KXQXB7230J4Z8,NIC_1702,10,623,2552690
MSME_15904,Sai Packaging,32DPWZW3940Y7ZF,NIC_4100,39,609,625377
MSME_15905,Sai Enterprises,27PEOHP8075W2ZN,NIC_4711,8,718,2873560
MSME_15906,Lakshmi Textiles,10BZPEK7515U2ZW,NIC_4711,56,787,862376
MSME_15907,Global Traders,28XOUJB8396Z8ZF,NIC_1079,7,559,1447616
MSME_15908,Green Foods,22ZIDZH4467Q7ZB,NIC_1079,3,622,2760455
MSME_15909,Shree Logistics,20FGYAE0885W7ZP,NIC_2220,16,578,1287043
MSME_15910,Skyline Retail,17VSBGZ1790G3ZD,NIC_1311,54,-1,757481
MSME_15911,Om Retail,32KUCBV3685I8Z3,NIC_4711,45,657,392093
MSME_15912,Lakshmi Traders,25BCSCB9220H3Z1,NIC_4100,56,630,1772803
MSME_15913,Urban Foods,14CRTSJ4631Y7Z0,NIC_4690,37,-1,1802305
MSME_15914,Rapid Enterprises,16PYNEU1401D2ZD,NIC_2220,40,751,747649
MSME_15915,Prime Textiles,19SXPDB9309H5ZA,NIC_5229,18,621,1289507
MSME_15916,Prime Textiles,25FKIEB6155I3ZT,NIC_4711,48,-1,329614
MSME_15917,Shree Enterprises,11BOXZZ2255P2Z3,NIC_4711,15,607,1728130
MSME_15918,Lakshmi Logistics,36ACVEF0684S5Z7,NIC_4690,57,688,174581
MSME_15919,Green Packaging,32GEBUF5520S3ZW,NIC_4690,50,-1,1709490
MSME_15920,Skyline Retail,21XMPKG1539J1Z2,NIC_4100,51,629,974833
MSME_15921,Skyline Industries,10DSVJW4902W6ZB,NIC_1702,46,701,1282127
MSME_15922,Lakshmi Traders,19TCPYH2222S7ZG,NIC_1702,44,622,462708
MSME_15923,Prime Traders,25OBGJO7172H6ZA,NIC_1079,13,-1,2375182
MSME_15924,Sai Enterprises,13WXYLI6974A7ZD,NIC_4690,26,719,2956513
MSME_15925,Prime Traders,26DLYCO3102X3ZW,NIC_2220,6,706,533621
MSME_15926,Lakshmi Enterprises,32SORWR5060T1ZW,NIC_5229,42,775,804583
MSME_15927,Prime Textiles,20TFJEQ5343W1ZS,NIC_4711,50,602,1398856
MSME_15928,Lakshmi Logistics,32RRVQG8194D3ZR,NIC_1702,20,553,2556102
MSME_15929,Sai Textiles,32MJTIW1595Z3ZX,NIC_4690,7,-1,2448072
MSME_15930,Green Textiles,19XTTQK4181N5ZK,NIC_5229,2,776,423696
MSME_15931,Skyline Textiles,35AUMCA4715Q5Z2,NIC_2220,28,606,339065
MSME_15932,Om Traders,27FQPJN5077Y8ZZ,NIC_4711,32,600,2791032
MSME_15933,Skyline Industries,11HOXEI6845A1ZT,NIC_2220,6,-1,720849
MSME_15934,Green Packaging,36TUERY4464G2Z3,NIC_1702,4,594,2557931
MSME_15935,Om Textiles,28YRSQL7582O4Z1,NIC_1702,5,-1,628036
MSME_15936,Urban Traders,15DKFOS9230J4ZT,NIC_4711,12,643,2287147
MSME_15937,Skyline Textiles,12SKUWS9638W7ZA,NIC_1311,28,572,2252279
MSME_15938,Lakshmi Packaging,28BSHSJ0577R6ZP,NIC_4690,48,792,1120152
MSME_15939,Om Logistics,24DVFOV6403Z8ZE,NIC_4711,16,781,1018804
MSME_15940,Prime Textiles,27OLNQY9186Y5ZD,NIC_4100,9,567,2223755
MSME_15941,Green Packaging,14GVXOK6049B1ZM,NIC_1311,50,577,1355710
MSME_15942,Skyline Retail,24FMCLK8941J3ZV,NIC_4711,10,642,617933
MSME_15943,Global Traders,26YVXSP5849F5ZO,NIC_1702,22,-1,2883527
MSME_15944,Om Retail,14QGPKY5815Q5Z1,NIC_1311,55,699,2567982
MSME_15945,Shree Packaging,31NDAWT4305L5Z2,NIC_4690,39,732,2448423
MSME_15946,Om Logistics,27BMDCS1960B6Z2,NIC_5229,50,755,533873
MSME_15947,Sai Logistics,21EZOTW6719M4ZL,NIC_4711,37,-1,2742284
MSME_15948,Green Textiles,19HNMEZ9324Z4ZY,NIC_4100,56,659,2271004
MSME_15949,Skyline Traders,34UPJLV8229O2ZK,NIC_2220,59,668,943935
MSME_15950,Lakshmi Enterprises,29YJZDZ3383H1ZE,NIC_1702,12,603,2928917
MSME_15951,Om Retail,30RENCV2050Y3ZX,NIC_1079,30,784,870185
MSME_15952,Global Foods,11FFNHF7934G6ZJ,NIC_4690,54,-1,2952980
MSME_15953,Lakshmi Enterprises,12KUWSE5083P6Z5,NIC_1702,20,667,1484482
MSME_15954,Sai Enterprises,33TQTBS3615M7ZM,NIC_5229,4,635,351044
MSME_15955,Om Textiles,14HGXWY7578M7Z4,NIC_5229,37,684,1211461
MSME_15956,Green Traders,22YIZHT0884P3Z1,NIC_4690,15,-1,2797118
MSME_15957,Rapid Retail,22ZSLTC1915Y6ZC,NIC_4100,46,742,370146
MSME_15958,Skyline Packaging,33VTOJC6024Y5ZH,NIC_4100,36,-1,1634775
MSME_15959,Sai Foods,11OXPCY2670Z7ZN,NIC_4100,32,-1,1693744
MSME_15960,Prime Traders,20WDZEO0302L1ZP,NIC_4690,10,726,2360398
MSME_15961,Prime Logistics,12HSQYF9000T1ZH,NIC_4690,26,-1,987632
MSME_15962,Prime Foods,19FMBTL4607G2ZP,NIC_5229,15,563,2227946
MSME_15963,Skyline Retail,18XJIPZ7012P2Z0,NIC_4690,34,719,2209634
MSME_15964,Skyline Enterprises,19VKZYH5617A8ZY,NIC_1079,47,-1,874095
MSME_15965,Om Enterprises,30RUNMU2324D6Z2,NIC_4711,1,-1,1639807
MSME_15966,Shree Industries,34NDIPE9846Q1ZT,NIC_1079,19,597,574676
MSME_15967,Shree Packaging,21CTVZB0815S4ZJ,NIC_4690,44,612,2585208
MSME_15968,Om Logistics,23EWVWH2994Z5Z9,NIC_1079,5,626,388334
MSME_15969,Skyline Enterprises,24CBLXP7509Q1Z7,NIC_5229,43,-1,2557073
MSME_15970,Om Packaging,11YNNHO6499B8ZI,NIC_4100,32,672,617946
MSME_15971,Lakshmi Textiles,24MLHRW1138W5ZG,NIC_2220,45,747,1313306
MSME_15972,Global Retail,19VXJPM4800I3ZE,NIC_4690,4,-1,2929489
MSME_15973,Green Logistics,33LKGQR6817P8ZN,NIC_1702,19,-1,1247727
MSME_15974,Prime Traders,33OJIXS3585I7ZF,NIC_1079,21,-1,2233710
MSME_15975,Green Logistics,20ORNAO3644A1Z8,NIC_1702,53,-1,2944862
MSME_15976,Urban Retail,35VAUPG9413I1Z2,NIC_4711,21,-1,815975
MSME_15977,Om Industries,10LHLJS5367K3ZO,NIC_4100,39,749,2839548
MSME_15978,Skyline Traders,23WYHQB5119U2ZO,NIC_4100,30,776,2509218
MSME_15979,Urban Enterprises,19EAUGL4813J2ZA,NIC_5229,45,-1,413442
MSME_15980,Sai Traders,17NURAM6502X4ZK,NIC_5229,35,741,102373
MSME_15981,Shree Foods,23FJHQT9674T7Z7,NIC_4100,53,-1,2979325
MSME_15982,Om Retail,30WXRKO9568A4ZS,NIC_1079,35,-1,2664028
MSME_15983,Prime Traders,30JKXXN8387H3ZB,NIC_1702,15,-1,897099
MSME_15984,Lakshmi Traders,10LYHGS4825Q3ZZ,NIC_5229,47,-1,2598735
MSME_15985,Prime Packaging,25GZUFQ4635L2ZD,NIC_1702,51,617,2176534
MSME_15986,Green Industries,27IIATB5155T2Z1,NIC_1079,22,-1,753998
MSME_15987,Prime Retail,20ZGUJO8915W2ZD,NIC_1079,4,-1,989860
MSME_15988,Prime Packaging,28SKAOA6480H7ZX,NIC_2220,57,574,409188
MSME_15989,Green Enterprises,18DBZGW3481W6ZL,NIC_1079,39,-1,2163634
MSME_15990,Prime Packaging,11RAUAS7292L1ZO,NIC_4690,52,-1,2224508
MSME_15991,Skyline Logistics,33ZTOSG0558H2Z3,NIC_4690,56,618,2456224
MSME_15992,Skyline Retail,21ZZPYT3723B2ZP,NIC_4711,34,707,2348869
MSME_15993,Skyline Foods,25QGRJD4598J5ZK,NIC_4711,48,-1,644061
MSME_15994,Shree Retail,22CRLVP5628E8ZP,NIC_4690,4,-1,1414849
MSME_15995,Sai Enterprises,36MYVQR5968M8Z3,NIC_4690,16,-1,2331529
MSME_15996,Prime Traders,36NPCEM0008S1ZT,NIC_1702,47,-1,913697
MSME_15997,Sai Textiles,35EBWEI4708D7ZC,NIC_1079,15,699,1836927
MSME_15998,Lakshmi Industries,23ZZOKY6934O8ZS,NIC_1311,41,-1,911569
MSME_15999,Prime Retail,16NEPNH0150T7Z7,NIC_4100,55,-1,1606424
MSME_16000,Urban Packaging,17BOUIT5811U4ZH,NIC_2220,45,653,2253148
MSME_16001,Sai Textiles,18RTZJX4010A2Z4,NIC_5229,31,653,917272
MSME_16002,Shree Traders,28EIFXH4513D3ZX,NIC_1702,16,764,1181210
MSME_16003,Skyline Enterprises,31LDUZE3017R1ZM,NIC_1702,8,654,2746727
MSME_16004,Urban Foods,19SFCFC2509H8Z8,NIC_5229,28,-1,1815567
MSME_16005,Green Foods,12TLYHD5048G2ZH,NIC_4711,53,677,2760763
MSME_16006,Prime Foods,30QSLQA5112S5ZJ,NIC_4100,59,558,649104
MSME_16007,Prime Textiles,13EXKAK3311X3Z9,NIC_2220,15,-1,1741220
MSME_16008,Om Enterprises,27HPSWA7090J5ZW,NIC_5229,21,-1,724680
MSME_16009,Shree Foods,28HLHDW5693L6ZJ,NIC_4690,20,789,2221496
MSME_16010,Urban Foods,13YJJFU6229L7ZU,NIC_1079,49,-1,857862
MSME_16011,Sai Textiles,24GDFOF2398Q7ZZ,NIC_1702,53,559,220722
MSME_16012,Rapid Retail,29XNOPR6275T1ZC,NIC_2220,25,753,2743594
MSME_16013,Om Logistics,16PDLPB2255K1ZU,NIC_4690,35,608,1474307
MSME_16014,Prime Foods,11WFQWC8597B5ZV,NIC_1311,58,708,2316009
MSME_16015,Global Textiles,15NUCCZ6867X4ZK,NIC_5229,59,567,1220700
MSME_16016,Om Industries,25RDMWJ6570D1ZQ,NIC_5229,33,-1,1087532
MSME_16017,Lakshmi Foods,15CNVRD9692M2Z1,NIC_2220,44,-1,1662156
MSME_16018,Sai Packaging,24VMEWJ0223K6ZL,NIC_4690,13,796,495882
MSME_16019,Lakshmi Retail,25UPTKO5474H2ZS,NIC_4690,47,789,2443292
MSME_16020,Global Industries,10DKTDI7235K2ZU,NIC_4690,48,-1,2332468
MSME_16021,Skyline Foods,17HERXI3092E3Z7,NIC_2220,5,577,2284399
MSME_16022,Om Retail,30IETQG9165R8ZT,NIC_1311,42,628,1740535
MSME_16023,Green Foods,28NFSZC5896I8ZR,NIC_1311,3,-1,2301182
MSME_16024,Green Foods,18ERKIF3645F1Z7,NIC_4690,35,658,1604094
MSME_16025,Urban Logistics,31QLBTS4877L7ZV,NIC_1702,28,-1,2818068
MSME_16026,Lakshmi Logistics,31BHSWX8320Y4ZG,NIC_2220,50,697,1803895
MSME_16027,Sai Retail,12XUGFJ0046B7ZP,NIC_1079,51,691,994414
MSME_16028,Global Retail,34ADKWR2703R1Z7,NIC_2220,22,608,782282
MSME_16029,Lakshmi Retail,28BOKTJ1461N4ZR,NIC_1702,13,-1,1387542
MSME_16030,Lakshmi Foods,11JNVYL3606W5ZM,NIC_2220,16,-1,1668154
MSME_16031,Skyline Packaging,20ROJOH1923Q3ZA,NIC_4690,45,-1,1406756
MSME_16032,Lakshmi Retail,12FUSCF0774Q6Z1,NIC_5229,3,726,1500223
MSME_16033,Om Industries,18QMSEZ8691I4ZU,NIC_1702,10,-1,2728771
MSME_16034,Global Logistics,18SMIGU1227D3Z9,NIC_4711,33,689,188988
MSME_16035,Green Industries,20PWGTT6729D6ZG,NIC_1311,42,-1,538490
MSME_16036,Sai Enterprises,30DGOKJ7531X1ZJ,NIC_1079,27,611,1741459
MSME_16037,Om Retail,29PYKRY1352N5ZT,NIC_2220,15,-1,1109649
MSME_16038,Shree Industries,33MHNVV8404T8ZU,NIC_4100,55,748,2088930
MSME_16039,Global Enterprises,36SLOOY3040P7ZU,NIC_1311,13,-1,636859
MSME_16040,Skyline Logistics,27ULXXQ0798W7ZX,NIC_1702,2,701,1705352
MSME_16041,Sai Enterprises,12OWKIL6774Q6ZH,NIC_5229,10,-1,2601664
MSME_16042,Global Retail,25YIAGK0070M4ZT,NIC_4711,32,-1,1897216
MSME_16043,Sai Enterprises,17IGSFT1924H2ZL,NIC_1079,46,570,2098035
MSME_16044,Sai Industries,28PDPKW0753P1ZV,NIC_4690,17,732,1652090
MSME_16045,Sai Foods,29MEIFI8297M2ZS,NIC_1702,58,786,596488
MSME_16046,Rapid Traders,18FQMTO2715P1ZA,NIC_4100,30,-1,1245271
MSME_16047,Lakshmi Traders,32SETEV2465O2Z4,NIC_4690,19,759,359442
MSME_16048,Om Packaging,22NDUEU8623F3ZQ,NIC_1079,31,-1,2401590
MSME_16049,Rapid Industries,25PIQKO4097C1ZZ,NIC_4711,59,777,1614785
MSME_16050,Rapid Industries,28HALDF2446G5ZL,NIC_1311,35,559,2918815
MSME_16051,Rapid Foods,20SADXK8194H2ZO,NIC_2220,16,-1,1662580
MSME_16052,Prime Enterprises,32FAVWW5616K1ZO,NIC_4690,3,630,2586377
MSME_16053,Sai Enterprises,30JNIHM6253K2Z2,NIC_4100,11,555,926706
MSME_16054,Rapid Foods,16RFCFZ6558U2ZD,NIC_1311,41,566,2927700
MSME_16055,Rapid Logistics,18TYDGH4483B4Z8,NIC_1079,3,-1,328884
MSME_16056,Urban Retail,13LQLGI0583G8Z4,NIC_1311,51,696,578589
MSME_16057,Skyline Industries,29UKGIU9164A5ZL,NIC_1079,17,790,2863516
MSME_16058,Lakshmi Traders,20ZQNUF5011D5ZH,NIC_1311,39,712,347883
MSME_16059,Om Packaging,19NKZUS8544H3Z1,NIC_4100,18,-1,990822
MSME_16060,Urban Industries,13IFSFJ0839T6ZC,NIC_1079,58,587,797343
MSME_16061,Rapid Enterprises,17QDYKJ0461Z2Z2,NIC_2220,11,-1,2867717
MSME_16062,Rapid Foods,31QXTEG2860F8ZX,NIC_4690,12,-1,2431738
MSME_16063,Prime Foods,31FVULE5096P8ZV,NIC_1311,6,-1,2741249
MSME_16064,Shree Enterprises,28DVZSE3836V4ZE,NIC_1079,36,666,2570534
MSME_16065,Skyline Retail,36EVPFR6950U4Z7,NIC_1702,28,579,1606182
MSME_16066,Urban Textiles,17HTYXP8914I3ZJ,NIC_5229,36,569,247223
MSME_16067,Prime Traders,15HMMIF9074Q3ZL,NIC_2220,27,607,162305
MSME_16068,Skyline Foods,21LPRYV9565X1ZN,NIC_4100,24,-1,1336027
MSME_16069,Sai Retail,36GNVYN1678P8ZE,NIC_1079,20,656,1547600
MSME_16070,Rapid Industries,22SPNUI5488A3ZG,NIC_2220,11,587,1487089
MSME_16071,Urban Industries,22NALQI3966C6ZD,NIC_5229,9,582,1735543
MSME_16072,Rapid Enterprises,27IQYUF4992F7ZS,NIC_4711,18,-1,495938
MSME_16073,Shree Packaging,32IFHZD3216R4ZO,NIC_4100,23,585,2598423
MSME_16074,Skyline Enterprises,17FKPJP7859Q8ZH,NIC_4711,55,601,1973542
MSME_16075,Urban Packaging,28VPCXI3964L6Z7,NIC_1702,34,-1,1231532
MSME_16076,Green Textiles,22RYTTP8917K5ZR,NIC_1702,49,-1,1990271
MSME_16077,Lakshmi Industries,32IXAFA2701Z1Z8,NIC_4690,32,744,2340936
MSME_16078,Sai Traders,14KYRTG7999Q6ZJ,NIC_2220,46,-1,1548217
MSME_16079,Prime Textiles,24IKUPY3645Y2ZO,NIC_4690,13,553,1241059
MSME_16080,Skyline Retail,22VBOCY4275A4Z8,NIC_4711,43,755,1052988
MSME_16081,Lakshmi Industries,35VFNZF8778C2ZT,NIC_2220,33,574,2016032
MSME_16082,Shree Packaging,32CIPDV3955U1Z5,NIC_1702,55,737,2824103
MSME_16083,Prime Traders,21DUAKG2365F5ZA,NIC_1311,44,624,1787280
MSME_16084,Rapid Packaging,31FAGCJ2239W4ZA,NIC_1311,17,551,1483367
MSME_16085,Global Retail,36DHHKZ4837M5Z5,NIC_4711,4,653,1782126
MSME_16086,Global Logistics,36UIWND0062E6Z4,NIC_2220,55,594,992688
